id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,bmi,children,smoker,region,expenses
848,Male,49,1,46,1,1-2 Year,No,2630,26,226,0,50.4,1,no,southeast,2438.06
849,Female,24,1,41,1,< 1 Year,No,39342,152,27,0,24.1,0,no,southwest,2974.13
850,Male,53,1,8,1,1-2 Year,No,44895,124,240,0,32.8,0,no,northwest,10601.63
851,Female,67,1,50,0,1-2 Year,Yes,32592,120,101,0,30.8,0,yes,northeast,37270.15
852,Male,54,1,8,0,< 1 Year,Yes,34948,26,116,1,32.3,2,no,northwest,14119.62
853,Female,44,1,41,0,1-2 Year,Yes,31059,26,263,1,35.5,0,yes,northeast,42111.66
854,Male,57,1,28,0,1-2 Year,Yes,67533,26,269,0,23.8,2,no,northeast,11729.68
855,Female,30,1,28,1,< 1 Year,No,28647,152,190,0,23.8,3,yes,northeast,24106.91
856,Female,28,1,4,0,1-2 Year,Yes,2630,157,63,0,29.6,0,no,southwest,1875.34
857,Female,22,1,15,0,< 1 Year,Yes,37932,152,293,0,33.1,0,yes,southeast,40974.16
858,Male,36,1,8,0,1-2 Year,Yes,31149,124,207,0,24.1,0,yes,northwest,15817.99
859,Male,23,1,36,0,< 1 Year,Yes,31668,152,31,0,32.2,1,no,southeast,18218.16
860,Male,62,1,8,0,1-2 Year,Yes,30883,26,173,0,28.1,0,no,southwest,10965.45
861,Male,42,1,28,0,1-2 Year,Yes,30408,124,74,1,47.6,2,yes,southwest,46113.51
862,Male,29,1,41,0,< 1 Year,Yes,2630,152,203,0,28,3,no,southwest,7151.09
863,Male,44,1,50,0,1-2 Year,Yes,35668,65,40,0,33.5,2,no,northwest,12269.69
864,Male,55,1,46,0,1-2 Year,Yes,31997,152,202,0,19.9,0,no,northeast,5458.05
865,Female,49,1,41,0,1-2 Year,Yes,2630,26,65,0,25.4,0,no,southwest,8782.47
866,Male,60,1,28,0,1-2 Year,No,46684,26,280,0,29.9,2,no,southwest,6600.36
867,Male,21,1,46,1,< 1 Year,No,35733,160,93,0,37.3,0,no,southeast,1141.45
868,Male,31,1,28,1,< 1 Year,No,24002,152,261,0,43.7,1,no,southwest,11576.13
869,Female,42,1,3,0,1-2 Year,Yes,43811,154,243,0,23.7,0,no,northeast,13129.6
870,Female,37,1,28,1,1-2 Year,No,48427,124,176,0,24.3,3,no,southwest,4391.65
871,Female,40,1,30,1,1-2 Year,No,30719,152,261,0,36.2,0,no,southwest,8457.82
872,Male,29,1,50,0,< 1 Year,Yes,32200,124,79,0,29.5,1,no,southeast,3392.37
873,Male,34,1,41,1,1-2 Year,Yes,36264,26,241,0,24.9,0,no,southeast,5966.89
874,Female,65,1,30,1,1-2 Year,Yes,2630,157,125,0,30.1,1,no,southwest,6849.03
875,Male,73,1,48,0,1-2 Year,Yes,2630,15,94,0,21.9,3,no,northeast,8891.14
876,Female,22,1,32,1,< 1 Year,No,35727,152,116,0,28.1,0,no,northwest,2690.11
877,Male,50,1,28,1,1-2 Year,No,45072,26,65,0,27.1,1,no,southwest,26140.36
878,Male,30,1,28,1,1-2 Year,Yes,2630,157,127,0,33.4,5,no,southeast,6653.79
879,Female,52,1,11,0,1-2 Year,Yes,2630,156,195,0,28.8,1,no,southwest,6282.24
880,Male,63,1,28,1,1-2 Year,Yes,65387,26,146,0,29.5,2,no,southwest,6311.95
881,Female,47,1,28,1,1-2 Year,No,32752,26,105,0,34.8,3,no,southwest,3443.06
882,Male,34,1,45,0,1-2 Year,Yes,2630,156,223,1,27.4,1,no,northwest,2789.06
883,Male,54,1,9,0,> 2 Years,Yes,40603,31,161,1,22.1,0,no,northeast,2585.85
884,Male,83,1,41,1,1-2 Year,No,40935,124,166,0,37.1,3,yes,northeast,46255.11
885,Male,72,1,28,0,1-2 Year,No,60923,124,179,0,26.7,4,no,northwest,4877.98
886,Female,25,1,34,0,< 1 Year,Yes,2630,152,46,0,28.9,1,yes,southeast,19719.69
887,Male,57,1,28,0,1-2 Year,Yes,39067,26,134,0,29,0,yes,northeast,27218.44
888,Male,54,1,28,0,1-2 Year,Yes,36574,26,66,0,30,0,no,northwest,5272.18
889,Male,24,1,41,1,< 1 Year,No,33243,152,33,0,39.5,0,no,southwest,1682.6
890,Female,25,1,22,1,< 1 Year,No,29364,152,88,0,33.6,1,no,northwest,11945.13
891,Female,77,1,3,0,1-2 Year,Yes,40743,26,65,0,26.9,0,yes,northwest,29330.98
892,Female,24,1,8,1,< 1 Year,No,33324,152,83,0,29,4,no,southeast,7243.81
893,Male,45,1,3,1,1-2 Year,Yes,31641,124,183,0,24,0,no,northeast,10422.92
894,Male,26,1,14,1,< 1 Year,No,2630,152,137,0,38.9,2,yes,southeast,44202.65
895,Female,29,1,41,0,< 1 Year,Yes,2630,121,166,1,32.1,0,no,northeast,13555
896,Male,47,1,41,0,1-2 Year,Yes,35297,124,74,1,44,0,no,southwest,13063.88
897,Female,28,1,18,1,< 1 Year,No,38784,152,264,0,20,2,yes,northeast,19798.05
898,Male,41,1,45,0,1-2 Year,Yes,26978,25,213,0,25.6,1,no,northwest,2221.56
899,Male,24,1,28,0,1-2 Year,Yes,50974,124,266,0,40.3,0,no,southeast,1634.57
900,Male,24,1,6,1,< 1 Year,Yes,29526,152,32,0,22.5,0,no,northwest,2117.34
901,Female,28,1,2,1,< 1 Year,No,30514,152,65,0,22.5,0,no,northeast,8688.86
902,Male,24,1,36,0,< 1 Year,No,30983,152,67,0,40.9,0,yes,southeast,48673.56
903,Male,49,1,45,0,1-2 Year,Yes,27937,124,132,0,27.3,3,no,northeast,4661.29
904,Female,51,1,50,0,< 1 Year,Yes,45869,122,100,0,36.9,0,no,southeast,8125.78
905,Female,69,1,28,0,1-2 Year,No,46732,13,259,0,35.1,0,no,southwest,12644.59
906,Female,22,1,36,1,< 1 Year,Yes,2630,160,106,0,29.4,2,no,northeast,4564.19
907,Male,44,1,28,0,1-2 Year,Yes,35482,26,59,0,32.6,3,no,northeast,4846.92
908,Male,35,1,27,0,1-2 Year,Yes,22791,156,36,0,32.3,1,no,southeast,7633.72
909,Male,30,1,38,1,1-2 Year,No,25412,124,175,0,39.8,3,no,southwest,15170.07
910,Female,36,1,33,0,1-2 Year,Yes,2630,160,180,0,24.6,0,yes,southwest,17496.31
911,Female,21,1,28,0,< 1 Year,Yes,32733,152,145,0,28.3,1,no,northwest,2639.04
912,Male,72,1,28,0,> 2 Years,Yes,54468,122,129,1,31.7,0,yes,northeast,33732.69
913,Male,22,1,46,1,< 1 Year,No,21470,152,182,0,26.7,3,no,northwest,14382.71
914,Female,25,1,35,1,< 1 Year,No,31745,152,242,0,27.5,1,no,southwest,7626.99
915,Male,49,1,7,0,1-2 Year,No,36497,4,252,0,24.6,2,no,northwest,5257.51
916,Female,31,1,29,1,< 1 Year,No,25259,152,42,0,34,0,no,southeast,2473.33
917,Male,24,1,15,0,< 1 Year,Yes,27709,152,64,0,26.9,0,yes,northwest,21774.32
918,Female,47,1,8,0,1-2 Year,Yes,32305,26,80,0,22.9,0,yes,northeast,35069.37
919,Male,32,1,28,0,1-2 Year,Yes,2630,124,227,1,28.2,0,no,southwest,13041.92
920,Male,42,1,8,1,1-2 Year,No,28725,26,284,0,34.2,1,no,southeast,5245.23
921,Female,70,1,6,1,1-2 Year,No,25776,124,105,0,25,0,no,southwest,13451.12
922,Male,59,1,26,1,1-2 Year,No,47831,22,274,0,33.2,0,no,southwest,13462.52
923,Male,24,1,8,1,< 1 Year,No,29817,152,88,0,31,1,no,southwest,5488.26
924,Male,25,1,15,1,< 1 Year,No,30587,152,49,0,35.8,0,no,northwest,4320.41
925,Male,37,1,18,0,1-2 Year,Yes,53672,154,32,1,23.2,0,no,southwest,6250.44
926,Male,22,1,28,1,< 1 Year,No,33860,152,247,0,32.1,2,no,northeast,25333.33
927,Female,26,1,14,1,< 1 Year,No,42792,152,86,0,23.4,2,no,southwest,2913.57
928,Female,81,1,28,1,1-2 Year,No,38673,26,36,0,20.1,1,no,southwest,12032.33
929,Female,64,1,28,0,1-2 Year,Yes,54624,26,17,0,39.2,0,no,southeast,13470.8
930,Female,31,1,12,0,1-2 Year,Yes,2630,26,186,0,34.2,1,no,southeast,6289.75
931,Female,51,1,28,0,1-2 Year,Yes,37564,26,252,1,46.5,1,no,southeast,2927.06
932,Female,25,1,47,0,< 1 Year,Yes,57180,154,205,1,32.5,1,no,southwest,6238.3
933,Male,25,1,28,1,< 1 Year,No,54611,152,231,0,25.8,5,no,southwest,10096.97
934,Female,22,1,41,1,< 1 Year,No,21700,152,124,0,35.3,0,no,southwest,7348.14
935,Female,42,1,15,0,1-2 Year,Yes,27103,124,175,0,37.2,2,no,southeast,4673.39
936,Female,23,1,36,1,< 1 Year,No,34976,152,100,0,27.5,0,no,southwest,12233.83
937,Female,66,1,28,0,1-2 Year,Yes,35154,122,160,0,29.7,2,no,northeast,32108.66
938,Male,64,1,25,0,> 2 Years,Yes,25272,26,91,0,24.2,5,no,northwest,8965.8
939,Female,43,1,16,1,1-2 Year,No,34518,152,219,0,26.2,2,no,southeast,2304
940,Male,25,1,2,0,< 1 Year,No,27134,152,65,0,29.5,0,no,southeast,9487.64
941,Male,50,1,28,0,1-2 Year,Yes,26968,122,17,0,23.2,0,no,southeast,1121.87
942,Male,35,1,8,1,1-2 Year,No,37449,124,70,0,46.1,1,no,southeast,9549.57
943,Female,42,1,28,0,1-2 Year,Yes,43878,26,59,0,40.2,0,no,northeast,2217.47
944,Female,25,1,36,0,< 1 Year,Yes,29430,152,271,0,22.6,0,no,northwest,1628.47
945,Female,22,1,7,0,< 1 Year,Yes,49396,160,133,0,39.9,0,no,southeast,12982.87
946,Female,42,1,28,1,1-2 Year,No,23211,26,113,0,35.8,1,no,southwest,11674.13
947,Male,22,1,15,1,< 1 Year,No,38356,152,258,0,35.8,2,no,southwest,7160.09
948,Female,22,1,37,0,< 1 Year,Yes,30266,160,88,0,34.2,1,yes,northeast,39047.29
949,Male,20,1,36,0,< 1 Year,Yes,41945,160,50,0,31.3,0,no,northwest,6358.78
950,Female,46,1,26,0,1-2 Year,Yes,2630,157,142,1,29.7,3,yes,southwest,19933.46
951,Female,22,1,45,1,< 1 Year,No,21280,152,45,0,18.3,0,no,northeast,11534.87
952,Female,22,1,26,1,< 1 Year,No,33459,152,153,0,42.9,2,yes,southeast,47462.89
953,Male,45,1,46,0,1-2 Year,Yes,13895,124,113,0,28.4,1,no,northwest,4527.18
954,Female,23,1,28,0,< 1 Year,Yes,65093,152,240,0,30.2,2,yes,southwest,38998.55
955,Male,57,1,39,0,1-2 Year,Yes,2630,124,49,0,27.8,1,yes,northwest,20009.63
956,Male,20,1,11,1,< 1 Year,No,29587,160,187,0,39.5,1,no,southeast,3875.73
957,Male,50,1,15,0,1-2 Year,Yes,33666,124,242,1,30.8,1,yes,southeast,41999.52
958,Female,28,1,30,0,< 1 Year,Yes,30354,26,232,0,26.8,1,no,northwest,12609.89
959,Male,36,1,29,0,> 2 Years,Yes,28075,156,230,0,35,1,yes,northeast,41034.22
960,Female,21,1,45,0,< 1 Year,Yes,27546,160,279,0,36.7,1,no,northwest,28468.92
961,Female,20,1,30,1,< 1 Year,No,35192,160,25,0,39.6,1,no,northwest,2730.11
962,Male,23,1,41,1,< 1 Year,No,32978,152,112,0,25.9,0,no,southwest,3353.28
963,Female,22,1,46,1,< 1 Year,No,59086,152,238,0,35.2,1,no,southeast,14474.68
964,Male,33,1,15,1,< 1 Year,No,35268,152,268,0,24.8,3,no,northeast,9500.57
965,Male,35,1,46,0,1-2 Year,Yes,23146,124,268,0,36.8,2,no,northwest,26467.1
966,Female,25,1,8,1,< 1 Year,No,36341,152,65,0,27.1,1,no,southwest,4746.34
967,Female,27,1,8,0,< 1 Year,No,42963,152,175,0,24.8,2,yes,northwest,23967.38
968,Male,47,1,3,0,1-2 Year,Yes,24495,7,284,0,25.4,1,no,northwest,7518.03
969,Female,25,1,12,1,< 1 Year,No,23262,152,69,0,25.7,2,no,northeast,3279.87
970,Male,33,1,36,0,1-2 Year,Yes,26910,124,31,0,34.3,5,no,southeast,8596.83
971,Male,34,1,28,0,1-2 Year,Yes,31177,26,103,1,28.2,3,no,southeast,10702.64
972,Male,52,1,28,0,1-2 Year,Yes,50851,124,285,1,23.6,0,no,northeast,4992.38
973,Male,32,1,8,1,< 1 Year,No,30505,152,181,0,20.2,0,no,northwest,2527.82
974,Male,40,1,8,0,1-2 Year,No,49097,26,208,0,40.5,0,no,southwest,1759.34
975,Male,57,1,46,0,1-2 Year,Yes,2630,11,269,0,35.4,0,no,southeast,2322.62
976,Female,23,1,46,0,< 1 Year,Yes,47385,152,277,0,22.9,0,yes,northeast,16138.76
977,Male,33,1,10,1,< 1 Year,No,21928,152,58,0,40.2,0,no,southeast,7804.16
978,Female,67,1,28,0,1-2 Year,Yes,2630,42,138,0,29.2,1,no,southeast,2902.91
979,Female,33,1,46,0,1-2 Year,Yes,2630,156,116,1,40,3,no,northeast,9704.67
980,Male,48,1,27,0,1-2 Year,Yes,32645,152,182,0,29.9,0,no,southeast,4889.04
981,Male,35,1,32,0,1-2 Year,Yes,34062,163,236,1,25.5,1,no,northeast,25517.11
982,Male,38,1,36,0,1-2 Year,Yes,37742,26,295,1,21.4,0,no,northeast,4500.34
983,Male,24,1,17,1,< 1 Year,No,29625,83,286,0,25.9,3,yes,southwest,19199.94
984,Female,23,1,47,0,< 1 Year,No,29431,151,257,0,30.6,1,no,northeast,16796.41
985,Male,23,1,16,0,< 1 Year,Yes,2630,152,126,1,30.1,5,no,northeast,4915.06
986,Female,25,1,46,1,< 1 Year,No,20804,152,204,0,25.8,1,no,southwest,7624.63
987,Female,23,1,16,1,< 1 Year,No,2630,26,145,0,30.1,3,no,northwest,8410.05
988,Male,23,1,47,1,< 1 Year,No,31231,152,175,0,27.6,1,no,northwest,28340.19
989,Male,48,1,3,0,1-2 Year,Yes,32485,124,12,1,34.7,0,no,northeast,4518.83
990,Female,51,1,28,1,1-2 Year,No,37768,25,69,0,20.5,0,yes,northeast,14571.89
991,Female,43,1,3,0,1-2 Year,Yes,30437,26,208,0,19.8,1,no,southwest,3378.91
992,Male,66,1,3,1,1-2 Year,No,2630,26,240,0,27.8,2,no,northeast,7144.86
993,Female,25,1,3,1,< 1 Year,No,22102,152,163,0,31.6,2,no,southwest,10118.42
994,Female,27,1,10,1,< 1 Year,No,30517,152,125,0,28.3,1,no,southeast,5484.47
995,Female,58,1,28,0,1-2 Year,Yes,42064,26,163,0,20,3,yes,northwest,16420.49
996,Female,25,1,35,1,< 1 Year,No,41195,152,148,0,23.3,3,no,northeast,7986.48
997,Male,31,1,28,1,< 1 Year,No,38881,152,120,0,34.1,3,no,southwest,7418.52
998,Male,31,1,41,0,< 1 Year,Yes,18987,152,100,1,36.9,0,no,southeast,13887.97
999,Female,43,1,28,0,1-2 Year,Yes,55924,26,216,1,36.3,3,no,northeast,6551.75
1000,Female,21,1,46,1,< 1 Year,No,29298,160,37,0,26.9,0,no,northwest,5267.82
1001,Male,49,1,18,0,1-2 Year,Yes,47406,26,212,0,23,2,yes,northwest,17361.77
1002,Female,26,1,28,1,< 1 Year,No,43080,152,76,0,32.7,0,yes,southwest,34472.84
1003,Female,26,1,28,1,< 1 Year,No,51451,152,30,0,25.8,0,no,southwest,1972.95
1004,Female,25,1,41,1,< 1 Year,No,23420,152,90,0,29.6,0,no,southwest,21232.18
1005,Male,49,1,5,0,1-2 Year,Yes,36205,26,281,0,19.2,1,no,northeast,8627.54
1006,Female,23,1,41,0,< 1 Year,Yes,46543,152,36,0,31.7,2,no,northwest,4433.39
1007,Male,54,1,48,0,1-2 Year,Yes,2630,124,254,0,29.3,2,no,northeast,4438.26
1008,Male,23,1,28,0,< 1 Year,Yes,65040,26,55,1,28.2,3,yes,northwest,24915.22
1009,Female,54,1,28,0,> 2 Years,Yes,49985,157,295,0,25,2,no,northeast,23241.47
1010,Female,42,1,33,1,1-2 Year,No,31856,152,186,0,27.7,1,no,northeast,9957.72
1011,Male,53,1,28,0,1-2 Year,Yes,48625,124,13,0,22.8,0,no,southwest,8269.04
1012,Female,24,1,8,1,< 1 Year,No,44095,152,63,0,20.1,2,yes,southeast,18767.74
1013,Female,47,1,20,0,1-2 Year,Yes,2630,26,227,1,33.3,4,no,southeast,36580.28
1014,Female,67,1,28,1,1-2 Year,Yes,37809,124,294,0,32.3,1,no,northwest,8765.25
1015,Male,27,1,50,1,< 1 Year,No,21844,152,17,0,27.6,0,no,southwest,5383.54
1016,Male,49,1,3,0,1-2 Year,Yes,40065,26,267,0,25.5,0,no,northwest,12124.99
1017,Female,24,1,11,1,< 1 Year,No,21837,152,95,0,24.6,1,no,northwest,2709.24
1018,Male,32,1,41,1,< 1 Year,No,26466,152,25,0,34.2,2,no,southwest,3987.93
1019,Female,39,1,8,0,1-2 Year,Yes,2630,19,102,0,35.8,3,no,northwest,12495.29
1020,Female,45,1,28,0,1-2 Year,Yes,45878,26,127,1,32.7,2,no,northwest,26018.95
1021,Female,34,1,28,1,1-2 Year,No,36282,155,190,0,37,0,no,southwest,8798.59
1022,Female,61,1,28,0,1-2 Year,Yes,54320,26,20,0,31,3,yes,southeast,35595.59
1023,Male,45,1,50,1,1-2 Year,Yes,26717,30,221,0,36.1,1,yes,southeast,42211.14
1024,Female,71,1,28,1,1-2 Year,No,40980,122,255,0,23.3,1,no,southeast,1711.03
1025,Female,22,1,28,0,1-2 Year,Yes,2630,124,117,0,45.3,1,no,southeast,8569.86
1026,Female,25,1,33,1,< 1 Year,No,33951,152,206,0,34.6,0,no,southwest,2020.18
1027,Male,45,1,46,0,1-2 Year,Yes,25738,124,155,0,26,1,yes,northwest,16450.89
1028,Male,30,1,3,0,< 1 Year,Yes,22419,152,90,0,18.7,0,no,northwest,21595.38
1029,Female,27,1,15,1,< 1 Year,No,31022,152,39,0,31.6,0,no,southwest,9850.43
1030,Female,62,1,28,0,1-2 Year,Yes,37684,13,73,0,17.3,2,no,northeast,6877.98
1031,Male,47,1,28,0,1-2 Year,Yes,45821,124,44,0,23.7,1,yes,northwest,21677.28
1032,Male,38,1,28,0,> 2 Years,Yes,43607,124,62,0,35.2,0,yes,southeast,44423.8
1033,Male,53,1,28,0,> 2 Years,Yes,68850,154,39,0,27.9,0,no,northeast,4137.52
1034,Female,22,1,28,1,< 1 Year,No,29540,152,122,0,21.6,0,yes,northeast,13747.87
1035,Male,45,1,29,0,1-2 Year,Yes,42124,26,71,1,38.4,0,no,northwest,12950.07
1036,Male,21,1,37,1,< 1 Year,Yes,29537,160,243,0,23,3,no,southwest,12094.48
1037,Female,21,1,41,0,1-2 Year,Yes,27381,124,292,0,37.1,2,yes,southeast,37484.45
1038,Female,28,1,28,1,< 1 Year,No,45896,152,215,0,30.5,1,yes,northwest,39725.52
1039,Male,41,1,50,0,1-2 Year,Yes,37067,152,124,0,28.9,0,no,northeast,2250.84
1040,Female,22,1,8,0,< 1 Year,Yes,33829,152,168,0,27.3,2,no,northwest,22493.66
1041,Male,41,1,15,0,1-2 Year,Yes,2630,157,232,0,28,0,yes,northwest,20234.85
1042,Male,38,1,22,0,1-2 Year,Yes,54790,124,164,0,23.1,0,no,northeast,1704.7
1043,Female,26,1,21,1,< 1 Year,No,29505,152,28,0,30.7,0,yes,northeast,33475.82
1044,Male,28,1,9,0,1-2 Year,Yes,31804,157,124,1,25.8,0,no,southwest,3161.45
1045,Female,65,1,28,1,1-2 Year,No,48784,26,288,0,35.2,1,no,northeast,11394.07
1046,Male,39,1,30,1,1-2 Year,No,28982,124,89,0,24.7,2,yes,northwest,21880.82
1047,Male,27,1,45,1,< 1 Year,Yes,24301,152,102,0,25.1,0,no,northeast,7325.05
1048,Female,50,1,11,0,1-2 Year,Yes,35427,124,237,1,52.6,1,yes,southeast,44501.4
1049,Male,47,1,28,1,1-2 Year,No,35116,61,38,0,22.5,1,no,northwest,3594.17
1050,Male,65,1,41,0,1-2 Year,Yes,41305,26,230,0,30.9,0,yes,southwest,39727.61
1051,Male,24,1,7,1,< 1 Year,No,36284,152,99,0,37,1,no,northwest,8023.14
1052,Female,48,1,18,0,1-2 Year,Yes,33361,124,289,0,26.4,0,no,northeast,14394.56
1053,Female,53,1,28,1,1-2 Year,No,31164,13,202,0,29.8,1,no,northeast,9288.03
1054,Male,53,1,3,0,1-2 Year,Yes,18090,26,85,1,29.8,3,yes,southwest,25309.49
1055,Female,42,1,35,1,1-2 Year,No,2630,152,57,0,21.5,0,no,northwest,3353.47
1056,Female,23,1,18,1,< 1 Year,No,26583,152,54,0,27.6,0,no,northwest,10594.5
1057,Female,31,1,28,0,< 1 Year,Yes,38865,26,157,0,28.9,0,no,southwest,8277.52
1058,Male,50,1,47,0,1-2 Year,Yes,39197,124,295,0,31.8,0,no,southeast,17929.3
1059,Male,40,1,20,1,1-2 Year,No,2630,124,165,0,39.5,0,no,southeast,2480.98
1060,Male,30,1,41,0,< 1 Year,Yes,42814,152,144,0,33.8,1,no,northwest,4462.72
1061,Male,21,1,30,1,< 1 Year,No,31543,152,192,0,32,0,no,southeast,1981.58
1062,Male,71,0,3,0,1-2 Year,No,25323,26,179,0,27.9,1,no,southeast,11554.22
1063,Female,24,1,25,1,< 1 Year,No,42342,152,147,0,41.1,1,yes,southeast,48970.25
1064,Male,72,1,9,0,1-2 Year,No,25026,26,187,0,28.6,3,no,northwest,6548.2
1065,Female,24,1,50,1,< 1 Year,No,22267,152,231,0,25.6,4,no,southwest,5708.87
1066,Male,46,1,7,0,1-2 Year,Yes,42101,152,164,0,25.3,1,no,southwest,7045.5
1067,Male,65,1,8,1,1-2 Year,No,2630,26,118,0,37.3,2,no,southeast,8978.19
1068,Male,54,1,7,1,1-2 Year,No,37697,124,138,0,42.7,0,no,northeast,5757.41
1069,Female,21,1,28,0,< 1 Year,Yes,60733,124,292,0,21.7,1,no,northwest,14349.85
1070,Male,59,1,3,0,1-2 Year,No,2630,26,87,0,31.9,1,no,southeast,10928.85
1071,Male,24,1,49,0,< 1 Year,Yes,27291,152,155,1,37.1,1,yes,southeast,39871.7
1072,Female,22,1,8,0,< 1 Year,No,44879,160,247,0,31.4,0,no,northeast,13974.46
1073,Male,44,1,28,0,1-2 Year,Yes,31494,124,204,0,31.3,0,no,northwest,1909.53
1074,Male,50,1,48,1,1-2 Year,No,2630,26,114,0,28.9,2,no,northeast,12096.65
1075,Female,21,1,28,1,< 1 Year,No,37386,152,275,0,18.3,0,no,northeast,13204.29
1076,Female,34,1,8,0,1-2 Year,Yes,2630,124,57,0,29.6,1,no,southeast,4562.84
1077,Female,69,1,28,0,> 2 Years,Yes,42340,26,40,0,32,1,no,southwest,8551.35
1078,Female,21,1,30,0,< 1 Year,Yes,25024,160,20,0,26,0,no,northeast,2102.26
1079,Male,25,1,28,0,1-2 Year,No,32174,26,239,0,31.7,0,yes,southeast,34672.15
1080,Male,71,1,28,0,1-2 Year,Yes,67477,26,221,1,33.7,3,no,southeast,15161.53
1081,Male,23,1,50,1,< 1 Year,No,45359,152,141,0,21.8,2,no,southeast,11884.05
1082,Male,74,1,30,0,> 2 Years,Yes,34753,124,206,1,27.8,1,no,northwest,4454.4
1083,Male,43,1,28,0,1-2 Year,Yes,29751,124,269,0,20,1,no,northwest,5855.9
1084,Female,31,1,5,1,< 1 Year,No,35655,152,103,0,31.5,1,no,southwest,4076.5
1085,Female,47,1,12,0,1-2 Year,Yes,27971,154,276,0,30.5,2,no,northwest,15019.76
1086,Male,25,1,10,1,< 1 Year,No,22069,152,93,0,18.3,5,yes,southwest,19023.26
1087,Female,27,1,12,1,< 1 Year,No,28210,152,33,0,29,0,no,northeast,10796.35
1088,Female,33,1,33,1,< 1 Year,No,28238,152,231,0,31.5,0,no,northwest,11353.23
1089,Female,68,1,47,1,1-2 Year,No,36077,16,130,0,47.7,1,no,southeast,9748.91
1090,Female,41,1,35,0,1-2 Year,No,23041,124,176,0,22.1,0,no,southwest,10577.09
1091,Male,62,1,8,0,1-2 Year,Yes,28505,7,123,0,36.2,0,yes,southeast,41676.08
1092,Female,22,1,41,1,< 1 Year,No,36997,152,25,0,29.8,0,no,northeast,11286.54
1093,Female,32,1,46,1,1-2 Year,No,19107,124,220,0,32.7,3,no,southwest,3591.48
1094,Male,43,1,31,0,1-2 Year,Yes,2630,124,114,0,30.4,0,yes,northwest,33907.55
1095,Female,24,1,50,1,< 1 Year,No,26717,152,296,0,33.7,4,no,southwest,11299.34
1096,Male,77,1,7,0,1-2 Year,Yes,36581,124,191,0,31.4,4,no,northeast,4561.19
1097,Male,61,1,49,1,1-2 Year,No,23580,26,290,0,35,2,yes,northeast,44641.2
1098,Male,43,1,28,0,1-2 Year,Yes,52520,124,63,0,33.8,0,no,southeast,1674.63
1099,Female,45,1,28,0,1-2 Year,Yes,40525,26,174,0,30.9,0,no,northeast,23045.57
1100,Male,27,1,35,1,< 1 Year,No,30996,152,226,0,34,1,no,southeast,3227.12
1101,Female,42,1,21,0,1-2 Year,No,30377,152,252,0,19.1,2,yes,northeast,16776.3
1102,Female,61,1,11,0,1-2 Year,Yes,28484,120,23,0,28.6,3,no,southwest,11253.42
1103,Female,27,1,28,1,< 1 Year,No,27632,152,218,0,38.9,1,no,southeast,3471.41
1104,Male,23,1,46,1,< 1 Year,No,31870,151,254,0,36.1,0,no,southeast,11363.28
1105,Female,47,1,28,0,1-2 Year,Yes,28815,26,97,1,29.8,0,no,southwest,20420.6
1106,Female,33,1,28,1,1-2 Year,No,32211,124,242,0,31.2,0,no,southeast,10338.93
1107,Female,77,1,28,0,1-2 Year,Yes,47544,26,45,0,29.9,0,no,northwest,8988.16
1108,Male,33,1,41,1,< 1 Year,No,32985,152,40,0,26.2,2,no,northwest,10493.95
1109,Female,25,1,25,1,< 1 Year,No,28122,152,171,0,30,1,no,southwest,2904.09
1110,Male,56,1,28,1,1-2 Year,No,2630,26,242,0,20.4,3,no,southeast,8605.36
1111,Male,26,1,30,1,< 1 Year,No,18212,152,26,0,32.3,1,no,northeast,11512.41
1112,Male,24,1,36,1,< 1 Year,No,34727,152,75,0,38.4,3,yes,southeast,41949.24
1113,Male,21,1,8,0,< 1 Year,Yes,48914,160,57,0,25.9,3,yes,southeast,24180.93
1114,Male,38,1,28,0,1-2 Year,Yes,32338,124,259,0,26.3,3,no,northwest,5312.17
1115,Male,22,1,8,0,< 1 Year,Yes,2630,160,211,0,24.5,0,no,northeast,2396.1
1116,Male,50,1,8,1,1-2 Year,No,39267,26,174,0,32.7,1,no,southeast,10807.49
1117,Female,61,1,28,1,1-2 Year,No,2630,26,226,0,29.6,5,no,northeast,9222.4
1118,Female,23,1,27,0,< 1 Year,Yes,38228,160,198,0,33.3,2,yes,southeast,36124.57
1119,Male,23,1,28,0,< 1 Year,Yes,66952,26,167,0,35.8,1,yes,southeast,38282.75
1120,Male,32,1,41,1,< 1 Year,No,40287,152,248,0,20,3,no,northwest,5693.43
1121,Male,26,1,36,1,< 1 Year,No,2630,152,138,0,31.4,0,yes,southwest,34166.27
1122,Female,26,1,51,1,< 1 Year,No,2630,160,245,0,38.2,2,no,southeast,8347.16
1123,Female,24,1,32,0,< 1 Year,Yes,33896,152,295,0,36.9,3,yes,northwest,46661.44
1124,Male,70,1,8,0,1-2 Year,Yes,29174,26,222,0,32.4,1,no,northeast,18903.49
1125,Female,26,1,6,1,< 1 Year,No,19814,152,81,0,42.8,1,yes,northeast,40904.2
1126,Male,52,1,22,0,1-2 Year,Yes,30642,8,148,1,25.1,0,no,northwest,14254.61
1127,Male,33,1,24,0,< 1 Year,Yes,2630,156,120,1,29.9,0,no,southwest,10214.64
